Subclass,Order,Family,Genus,Species,Genus_species,GenusSpaceSpecies,area_sqkm,Endemic_lessthan149246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Bythaelurus,dawsoni,Bythaelurus_dawsoni,Bythaelurus dawsoni,433883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Bythaelurus,giddingsi,Bythaelurus_giddingsi,Bythaelurus giddingsi,3167,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Bythaelurus,hispidus,Bythaelurus_hispidus,Bythaelurus hispidus,48457,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Bythaelurus,immaculatus,Bythaelurus_immaculatus,Bythaelurus immaculatus,8128,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Bythaelurus,incanus,Bythaelurus_incanus,Bythaelurus incanus,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Bythaelurus,lutarius,Bythaelurus_lutarius,Bythaelurus lutarius,14591,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Bythaelurus,naylori,Bythaelurus_naylori,Bythaelurus naylori,1981,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Bythaelurus,stewarti,Bythaelurus_stewarti,Bythaelurus stewarti,232,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Bythaelurus,tenuicephalus,Bythaelurus_tenuicephalus,Bythaelurus tenuicephalus,133,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Bythaelurus,vivaldii,Bythaelurus_vivaldii,Bythaelurus vivaldii,133,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Cephalurus,cephalus,Cephalurus_cephalus,Cephalurus cephalus,78293,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Figaro,boardmani,Figaro_boardmani,Figaro boardmani,188655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Figaro,striatus,Figaro_striatus,Figaro striatus,68971,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,antillensis,Galeus_antillensis,Galeus antillensis,39742,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,arae,Galeus_arae,Galeus arae,171083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,atlanticus,Galeus_atlanticus,Galeus atlanticus,44778,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,cadenati,Galeus_cadenati,Galeus cadenati,183,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,corriganae,Galeus_corriganae,Galeus corriganae,229,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,eastmani,Galeus_eastmani,Galeus eastmani,265423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,frederichi,Galeus_frederichi,Galeus frederichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,gracilis,Galeus_gracilis,Galeus gracilis,20518,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,longirostris,Galeus_longirostris,Galeus longirostris,14712,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,melastomus,Galeus_melastomus,Galeus melastomus,2791093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,mincaronei,Galeus_mincaronei,Galeus mincaronei,34526,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,murinus,Galeus_murinus,Galeus murinus,462227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,nipponensis,Galeus_nipponensis,Galeus nipponensis,143324,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,piperatus,Galeus_piperatus,Galeus piperatus,36319,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,polli,Galeus_polli,Galeus polli,330049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,priapus,Galeus_priapus,Galeus priapus,7738,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,sauteri,Galeus_sauteri,Galeus sauteri,318631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,schultzi,Galeus_schultzi,Galeus schultzi,58600,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Galeus,springeri,Galeus_springeri,Galeus springeri,22619,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Halaelurus,boesemani,Halaelurus_boesemani,Halaelurus boesemani,15223,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Halaelurus,buergeri,Halaelurus_buergeri,Halaelurus buergeri,654029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Halaelurus,lineatus,Halaelurus_lineatus,Halaelurus lineatus,73051,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Halaelurus,maculosus,Halaelurus_maculosus,Halaelurus maculosus,2406,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Halaelurus,natalensis,Halaelurus_natalensis,Halaelurus natalensis,84854,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Halaelurus,quagga,Halaelurus_quagga,Halaelurus quagga,58061,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Halaelurus,sellus,Halaelurus_sellus,Halaelurus sellus,198881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Haploblepharus,edwardsii,Haploblepharus_edwardsii,Haploblepharus edwardsii,60851,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Haploblepharus,fuscus,Haploblepharus_fuscus,Haploblepharus fuscus,1363,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Haploblepharus,kistnasamyi,Haploblepharus_kistnasamyi,Haploblepharus kistnasamyi,1428,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Haploblepharus,pictus,Haploblepharus_pictus,Haploblepharus pictus,2667,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Holohalaelurus,favus,Holohalaelurus_favus,Holohalaelurus favus,45368,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Holohalaelurus,grennian,Holohalaelurus_grennian,Holohalaelurus grennian,4451,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Holohalaelurus,melanostigma,Holohalaelurus_melanostigma,Holohalaelurus melanostigma,338,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Holohalaelurus,punctatus,Holohalaelurus_punctatus,Holohalaelurus punctatus,19922,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Holohalaelurus,regani,Holohalaelurus_regani,Holohalaelurus regani,322239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Dichichthys,albimarginatus,Dichichthys_albimarginatus,Dichichthys albimarginatus,39721,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Dichichthyidae,Parmaturus,albipenis,Parmaturus_albipenis,Parmaturus albipenis,281,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Parmaturus,angelae,Parmaturus_angelae,Parmaturus angelae,2183,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Dichichthyidae,Dichichthys,bigus,Dichichthys_bigus,Dichichthys bigus,39721,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Parmaturus,campechiensis,Parmaturus_campechiensis,Parmaturus campechiensis,6064,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Parmaturus,lanatus,Parmaturus_lanatus,Parmaturus lanatus,337,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Parmaturus,macmillani,Parmaturus_macmillani,Parmaturus macmillani,2114,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Dichichthyidae,Dichichthys,melanobranchus,Dichichthys_melanobranchus,Dichichthys melanobranchus,39721,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Dichichthyidae,Dichichthys,nigripalatum,Dichichthys_nigripalatum,Dichichthys nigripalatum,39721,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Dichichthyidae,Dichichthys,satoi,Dichichthys_satoi,Dichichthys satoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Parmaturus,pilosus,Parmaturus_pilosus,Parmaturus pilosus,214680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Parmaturus,xaniurus,Parmaturus_xaniurus,Parmaturus xaniurus,282256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pentanchidae,Pentanchus,profundicolus,Pentanchus_profundicolus,Pentanchus profundicolus,1314,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Akheilos,suwartanai,Akheilos_suwartanai,Akheilos suwartanai,3874063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Atelomycterus,baliensis,Atelomycterus_baliensis,Atelomycterus baliensis,11373,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Atelomycterus,erdmanni,Atelomycterus_erdmanni,Atelomycterus erdmanni,5979,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Atelomycterus,fasciatus,Atelomycterus_fasciatus,Atelomycterus fasciatus,75403,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Atelomycterus,macleayi,Atelomycterus_macleayi,Atelomycterus macleayi,33778,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Atelomycterus,marmoratus,Atelomycterus_marmoratus,Atelomycterus marmoratus,2307622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Atelomycterus,marnkalha,Atelomycterus_marnkalha,Atelomycterus marnkalha,379167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Aulohalaelurus,kanakorum,Aulohalaelurus_kanakorum,Aulohalaelurus kanakorum,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Aulohalaelurus,labiosus,Aulohalaelurus_labiosus,Aulohalaelurus labiosus,5975,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,albipinnum,Cephaloscyllium_albipinnum,Cephaloscyllium albipinnum,25351,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,cooki,Cephaloscyllium_cooki,Cephaloscyllium cooki,2629,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,fasciatum,Cephaloscyllium_fasciatum,Cephaloscyllium fasciatum,40006,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,formosanum,Cephaloscyllium_formosanum,Cephaloscyllium formosanum,40006,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,hiscosellum,Cephaloscyllium_hiscosellum,Cephaloscyllium hiscosellum,14252,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,isabellum,Cephaloscyllium_isabellum,Cephaloscyllium isabellum,300186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,laticeps,Cephaloscyllium_laticeps,Cephaloscyllium laticeps,219803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,pictum,Cephaloscyllium_pictum,Cephaloscyllium pictum,4793,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,sarawakensis,Cephaloscyllium_sarawakensis,Cephaloscyllium sarawakensis,122641,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,signourum,Cephaloscyllium_signourum,Cephaloscyllium signourum,25732,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,silasi,Cephaloscyllium_silasi,Cephaloscyllium silasi,22076,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,speccum,Cephaloscyllium_speccum,Cephaloscyllium speccum,61650,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,stevensi,Cephaloscyllium_stevensi,Cephaloscyllium stevensi,99,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,sufflans,Cephaloscyllium_sufflans,Cephaloscyllium sufflans,51486,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,umbratile,Cephaloscyllium_umbratile,Cephaloscyllium umbratile,573050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,variegatum,Cephaloscyllium_variegatum,Cephaloscyllium variegatum,97618,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,ventriosum,Cephaloscyllium_ventriosum,Cephaloscyllium ventriosum,201360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,zebrum,Cephaloscyllium_zebrum,Cephaloscyllium zebrum,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Poroderma,africanum,Poroderma_africanum,Poroderma africanum,39088,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Poroderma,pantherinum,Poroderma_pantherinum,Poroderma pantherinum,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Schroederichthys,bivius,Schroederichthys_bivius,Schroederichthys bivius,1094484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Schroederichthys,chilensis,Schroederichthys_chilensis,Schroederichthys chilensis,10001,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Schroederichthys,maculatus,Schroederichthys_maculatus,Schroederichthys maculatus,13030,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Schroederichthys,saurisqualus,Schroederichthys_saurisqualus,Schroederichthys saurisqualus,70911,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Schroederichthys,tenuis,Schroederichthys_tenuis,Schroederichthys tenuis,89716,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,boa,Scyliorhinus_boa,Scyliorhinus boa,94329,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,cabofriensis,Scyliorhinus_cabofriensis,Scyliorhinus cabofriensis,23267,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,Scyliorhinus_canicula,Scyliorhinus canicula,2687793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,capensis,Scyliorhinus_capensis,Scyliorhinus capensis,298192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,cervigoni,Scyliorhinus_cervigoni,Scyliorhinus cervigoni,239837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,comoroensis,Scyliorhinus_comoroensis,Scyliorhinus comoroensis,21,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,duhamelii,Scyliorhinus_duhamelii,Scyliorhinus duhamelii,21,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,garmani,Scyliorhinus_garmani,Scyliorhinus garmani,21,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,haeckelii,Scyliorhinus_haeckelii,Scyliorhinus haeckelii,501346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,hachijoensis,Scyliorhinus_hachijoensis,Scyliorhinus hachijoensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,hesperius,Scyliorhinus_hesperius,Scyliorhinus hesperius,7092,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,meadi,Scyliorhinus_meadi,Scyliorhinus meadi,46872,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,retifer,Scyliorhinus_retifer,Scyliorhinus retifer,355998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,stellaris,Scyliorhinus_stellaris,Scyliorhinus stellaris,1756058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,torazame,Scyliorhinus_torazame,Scyliorhinus torazame,639919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,torrei,Scyliorhinus_torrei,Scyliorhinus torrei,48839,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,ugoi,Scyliorhinus_ugoi,Scyliorhinus ugoi,4993,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Proscyllidae,Ctenacis,fehlmanni,Ctenacis_fehlmanni,Ctenacis fehlmanni,36445,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Proscyllidae,Eridacnis,barbouri,Eridacnis_barbouri,Eridacnis barbouri,18316,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Proscyllidae,Eridacnis,radcliffei,Eridacnis_radcliffei,Eridacnis radcliffei,545009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Proscyllidae,Eridacnis,sinuans,Eridacnis_sinuans,Eridacnis sinuans,19318,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Proscyllidae,Proscyllium,habereri,Proscyllium_habereri,Proscyllium habereri,940812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Proscyllidae,Proscyllium,magnificum,Proscyllium_magnificum,Proscyllium magnificum,7487,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pseudotriakidae,Gollum,attenuatus,Gollum_attenuatus,Gollum attenuatus,155114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pseudotriakidae,Gollum,suluensis,Gollum_suluensis,Gollum suluensis,155114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pseudotriakidae,Planonasus,indicus,Planonasus_indicus,Planonasus indicus,3092,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pseudotriakidae,Planonasus,parini,Planonasus_parini,Planonasus parini,13595,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Pseudotriakidae,Pseudotriakis,microdon,Pseudotriakis_microdon,Pseudotriakis microdon,2585123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Leptochariidae,Leptocharias,smithii,Leptocharias_smithii,Leptocharias smithii,246844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Triakidae,Furgaleus,macki,Furgaleus_macki,Furgaleus macki,526835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Triakidae,Galeorhinus,galeus,Galeorhinus_galeus,Galeorhinus galeus,5755915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Triakidae,Gogolia,filewoodi,Gogolia_filewoodi,Gogolia filewoodi,25,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Triakidae,Hemitriakis,abdita,Hemitriakis_abdita,Hemitriakis abdita,8550,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Triakidae,Hemitriakis,complicofasciata,Hemitriakis_complicofasciata,Hemitriakis complicofasciata,3795,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Triakidae,Hemitriakis,falcata,Hemitriakis_falcata,Hemitriakis falcata,40481,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Triakidae,Hemitriakis,indroyonoi,Hemitriakis_indroyonoi,Hemitriakis indroyonoi,578,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Triakidae,Hemitriakis,japanica,Hemitriakis_japanica,Hemitriakis japanica,940537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark,Carcharhiniformes,Triakidae,Hemitriakis,leucoperiptera,Hemitriakis_leucoperiptera,Hemitriakis leucoperiptera,940537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
