Subclass,Order,Family,Genus,Species,Genus_species,GenusSpaceSpecies,area_sqkm,Endemic_lessthan149246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Gurgesiellidae,Fenestraja,maceachrani,Fenestraja_maceachrani,Fenestraja maceachrani,175,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Gurgesiellidae,Fenestraja,mamillidens,Fenestraja_mamillidens,Fenestraja mamillidens,10,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Gurgesiellidae,Fenestraja,plutonia,Fenestraja_plutonia,Fenestraja plutonia,98060,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Gurgesiellidae,Fenestraja,sibogae,Fenestraja_sibogae,Fenestraja sibogae,14,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Gurgesiellidae,Fenestraja,sinusmexicanus,Fenestraja_sinusmexicanus,Fenestraja sinusmexicanus,238760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Gurgesiellidae,Gurgesiella,atlantica,Gurgesiella_atlantica,Gurgesiella atlantica,105725,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Gurgesiellidae,Gurgesiella,dorsalifera,Gurgesiella_dorsalifera,Gurgesiella dorsalifera,22592,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Gurgesiellidae,Gurgesiella,furvescens,Gurgesiella_furvescens,Gurgesiella furvescens,67883,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Anacanthobatis,marmorata,Anacanthobatis_marmorata,Anacanthobatis marmorata,4945,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Indobatis,ori,Indobatis_ori,Indobatis ori,7597,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Schroederobatis,americana,Schroederobatis_americana,Schroederobatis americana,132348,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Sinobatis,andamanensis,Sinobatis_andamanensis,Sinobatis andamanensis,205,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Sinobatis,borneensis,Sinobatis_borneensis,Sinobatis borneensis,103077,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Sinobatis,brevicauda,Sinobatis_brevicauda,Sinobatis brevicauda,3007,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Sinobatis,bulbicauda,Sinobatis_bulbicauda,Sinobatis bulbicauda,214525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Sinobatis,caerulea,Sinobatis_caerulea,Sinobatis caerulea,35281,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Sinobatis,filicauda,Sinobatis_filicauda,Sinobatis filicauda,6423,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Sinobatis,kotlyari,Sinobatis_kotlyari,Sinobatis kotlyari,6423,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Sinobatis,melanosoma,Sinobatis_melanosoma,Sinobatis melanosoma,116839,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Sinobatis,stenosoma,Sinobatis_stenosoma,Sinobatis stenosoma,13392,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Springeria,folirostris,Springeria_folirostris,Springeria folirostris,1674,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Rajiformes,Anacanthobatidae,Springeria,longirostris,Springeria_longirostris,Springeria longirostris,49609,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Zanobatidae,Zanobatus,maculatus,Zanobatus_maculatus,Zanobatus maculatus,58642,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Zanobatidae,Zanobatus,schoenleinii,Zanobatus_schoenleinii,Zanobatus schoenleinii,210750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Hexatrygonidae,Hexatrygon,bickelli,Hexatrygon_bickelli,Hexatrygon bickelli,659462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Bathytoshia,brevicaudata,Bathytoshia_brevicaudata,Bathytoshia brevicaudata,1778225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Bathytoshia,centroura,Bathytoshia_centroura,Bathytoshia centroura,1563800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Bathytoshia,lata,Bathytoshia_lata,Bathytoshia lata,3590688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Brevitrygon,heterura,Brevitrygon_heterura,Brevitrygon heterura,1309737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Brevitrygon,imbricata,Brevitrygon_imbricata,Brevitrygon imbricata,388955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Brevitrygon,javaensis,Brevitrygon_javaensis,Brevitrygon javaensis,4868,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Brevitrygon,manjajiae,Brevitrygon_manjajiae,Brevitrygon manjajiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Brevitrygon,walga,Brevitrygon_walga,Brevitrygon walga,393569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Dasyatis,chrysonota,Dasyatis_chrysonota,Dasyatis chrysonota,70744,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Dasyatis,hypostigma,Dasyatis_hypostigma,Dasyatis hypostigma,276081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Dasyatis,marmorata,Dasyatis_marmorata,Dasyatis marmorata,279689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Dasyatis,pastinaca,Dasyatis_pastinaca,Dasyatis pastinaca,2079026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Dasyatis,tortonesei,Dasyatis_tortonesei,Dasyatis tortonesei,78049,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Fluvitrygon,kittipongi,Fluvitrygon_kittipongi,Fluvitrygon kittipongi,68971,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Fluvitrygon,oxyrhynchus,Fluvitrygon_oxyrhynchus,Fluvitrygon oxyrhynchus,68971,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Fluvitrygon,signifer,Fluvitrygon_signifer,Fluvitrygon signifer,68971,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Fontitrygon,colarensis,Fontitrygon_colarensis,Fontitrygon colarensis,40279,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Fontitrygon,garouaensis,Fontitrygon_garouaensis,Fontitrygon garouaensis,40279,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Fontitrygon,geijskesi,Fontitrygon_geijskesi,Fontitrygon geijskesi,104748,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Fontitrygon,margarita,Fontitrygon_margarita,Fontitrygon margarita,237498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Fontitrygon,margaritella,Fontitrygon_margaritella,Fontitrygon margaritella,187728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Fontitrygon,ukpam,Fontitrygon_ukpam,Fontitrygon ukpam,115173,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,akajei,Hemitrygon_akajei,Hemitrygon akajei,950647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,bennettii,Hemitrygon_bennettii,Hemitrygon bennettii,230746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,fluviorum,Hemitrygon_fluviorum,Hemitrygon fluviorum,591288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,izuensis,Hemitrygon_izuensis,Hemitrygon izuensis,7769,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,laevigata,Hemitrygon_laevigata,Hemitrygon laevigata,130735,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,laosensis,Hemitrygon_laosensis,Hemitrygon laosensis,130735,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,longicauda,Hemitrygon_longicauda,Hemitrygon longicauda,56704,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,navarrae,Hemitrygon_navarrae,Hemitrygon navarrae,391926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,parvonigra,Hemitrygon_parvonigra,Hemitrygon parvonigra,21643,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,sinensis,Hemitrygon_sinensis,Hemitrygon sinensis,363826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hemitrygon,yemenensis,Hemitrygon_yemenensis,Hemitrygon yemenensis,363826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Himantura,australis,Himantura_australis,Himantura australis,916489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Himantura,leoparda,Himantura_leoparda,Himantura leoparda,2865997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Himantura,uarnak,Himantura_uarnak,Himantura uarnak,2445016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Himantura,undulata,Himantura_undulata,Himantura undulata,1982776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hypanus,americanus,Hypanus_americanus,Hypanus americanus,1233624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hypanus,berthalutzae,Hypanus_berthalutzae,Hypanus berthalutzae,325417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hypanus,dipterurus,Hypanus_dipterurus,Hypanus dipterurus,197448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hypanus,guttatus,Hypanus_guttatus,Hypanus guttatus,864881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hypanus,longus,Hypanus_longus,Hypanus longus,118772,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hypanus,marianae,Hypanus_marianae,Hypanus marianae,107816,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hypanus,robioi,Hypanus_rubioi,Hypanus robioi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hypanus,rudis,Hypanus_rudis,Hypanus rudis,74164,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hypanus,sabinus,Hypanus_sabinus,Hypanus sabinus,292362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Hypanus,say,Hypanus_say,Hypanus say,1182021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Maculabatis,ambigua,Maculabatis_ambigua,Maculabatis ambigua,182079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Maculabatis,arabica,Maculabatis_arabica,Maculabatis arabica,231698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Maculabatis,astra,Maculabatis_astra,Maculabatis astra,1873954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Maculabatis,bineeshi,Maculabatis_bineeshi,Maculabatis bineeshi,149548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Maculabatis,gerrardi,Maculabatis_gerrardi,Maculabatis gerrardi,2314034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Maculabatis,macrura,Maculabatis_macrura,Maculabatis macrura,2009744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Maculabatis,pastinacoides,Maculabatis_pastinacoides,Maculabatis pastinacoides,1371097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Maculabatis,randalli,Maculabatis_randalli,Maculabatis randalli,190664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Maculabatis,toshi,Maculabatis_toshi,Maculabatis toshi,649742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Makararaja,chindwinensis,Makararaja_chindwinensis,Makararaja chindwinensis,649742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Megatrygon,microps,Megatrygon_microps,Megatrygon microps,911184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,annotata,Neotrygon_annotata,Neotrygon annotata,273394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,australiae,Neotrygon_australiae,Neotrygon australiae,1423550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,caeruleopunctata,Neotrygon_caeruleopunctata,Neotrygon caeruleopunctata,876267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,kuhlii,Neotrygon_kuhlii,Neotrygon kuhlii,16697,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,leylandi,Neotrygon_leylandi,Neotrygon leylandi,105690,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,ningalooensis,Neotrygon_ningalooensis,Neotrygon ningalooensis,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,orientalis,Neotrygon_orientalis,Neotrygon orientalis,1421028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,picta,Neotrygon_picta,Neotrygon picta,566554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,trigonoides,Neotrygon_trigonoides,Neotrygon trigonoides,218647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,varidens,Neotrygon_varidens,Neotrygon varidens,1423550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Neotrygon,yakkoei,Neotrygon_yakkoei,Neotrygon yakkoei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pastinachus,ater,Pastinachus_ater,Pastinachus ater,3821127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pastinachus,gracilicaudus,Pastinachus_gracilicaudus,Pastinachus gracilicaudus,944669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pastinachus,sephen,Pastinachus_sephen,Pastinachus sephen,568409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pastinachus,solocirostris,Pastinachus_solocirostris,Pastinachus solocirostris,199163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pastinachus,stellurostris,Pastinachus_stellurostris,Pastinachus stellurostris,199163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pateobatis,bleekeri,Pateobatis_bleekeri,Pateobatis bleekeri,403100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pateobatis,fai,Pateobatis_fai,Pateobatis fai,3465258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pateobatis,hortlei,Pateobatis_hortlei,Pateobatis hortlei,204864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pateobatis,jenkinsii,Pateobatis_jenkinsii,Pateobatis jenkinsii,3592252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pateobatis,uarnacoides,Pateobatis_uarnacoides,Pateobatis uarnacoides,1970749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Pteroplatytrygon,violacea,Pteroplatytrygon_violacea,Pteroplatytrygon violacea,261360168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Taeniura,lessoni,Taeniura_lessoni,Taeniura lessoni,13373,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Taeniura,lymma,Taeniura_lymma,Taeniura lymma,3342371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Taeniurops,grabatus,Taeniurops_grabatus,Taeniurops grabatus,814410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Taeniurops,meyeni,Taeniurops_meyeni,Taeniurops meyeni,7468235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Telatrygon,acutirostra,Telatrygon_acutirostra,Telatrygon acutirostra,370061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Telatrygon,biasa,Telatrygon_biasa,Telatrygon biasa,1707139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Telatrygon,crozieri,Telatrygon_crozieri,Telatrygon crozieri,181613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Telatrygon,zugei,Telatrygon_zugei,Telatrygon zugei,652470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Urogymnus,acanthobothrium,Urogymnus_acanthobothrium,Urogymnus acanthobothrium,68255,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Urogymnus,asperrimus,Urogymnus_asperrimus,Urogymnus asperrimus,5628228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Urogymnus,dalyensis,Urogymnus_dalyensis,Urogymnus dalyensis,7389,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Urogymnus,granulatus,Urogymnus_granulatus,Urogymnus granulatus,3797441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Urogymnus,lobistoma,Urogymnus_lobistoma,Urogymnus lobistoma,395063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Dasyatidae,Urogymnus,polylepis,Urogymnus_polylepis,Urogymnus polylepis,395063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Heliotrygon,gomesi,Heliotrygon_gomesi,Heliotrygon gomesi,3768463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Heliotrygon,rosai,Heliotrygon_rosai,Heliotrygon rosai,3768463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Paratrygon,aiereba,Paratrygon_aiereba,Paratrygon aiereba,470587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Paratrygon,orinocensis,Paratrygon_orinocensis,Paratrygon orinocensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Paratrygon,parvaspina,Paratrygon_parvaspina,Paratrygon parvaspina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Plesiotrygon,iwamae,Plesiotrygon_iwamae,Plesiotrygon iwamae,341010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Plesiotrygon,nana,Plesiotrygon_nana,Plesiotrygon nana,341010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,adamastor,Potamotrygon_adamastor,Potamotrygon adamastor,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,albimaculata,Potamotrygon_albimaculata,Potamotrygon albimaculata,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,amandae,Potamotrygon_amandae,Potamotrygon amandae,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,amazona,Potamotrygon_amazona,Potamotrygon amazona,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,boesemani,Potamotrygon_boesemani,Potamotrygon boesemani,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,brachyura,Potamotrygon_brachyura,Potamotrygon brachyura,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,constellata,Potamotrygon_constellata,Potamotrygon constellata,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,falkneri,Potamotrygon_falkneri,Potamotrygon falkneri,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,garmani,Potamotrygon_garmani,Potamotrygon garmani,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,henlei,Potamotrygon_henlei,Potamotrygon henlei,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ray,Myliobatiformes,Potamotrygonidae,Potamotrygon,histrix,Potamotrygon_histrix,Potamotrygon histrix,115925,Endemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
