"","order_name","family_name","genus_name","species_name","scientific_name","upper_depth_iucn_api","lower_depth_iucn_api","upper_depth_genus_mean","lower_depth_genus_mean","upper_depth_combined","lower_depth_combined","num_surface_cells_dissolved_oxygen","num_total_cells_dissolved_oxygen","num_depths_dissolved_oxygen","extreme_min_dissolved_oxygen_micromoles_per_kg","extreme_max_dissolved_oxygen_micromoles_per_kg","extreme_dif_dissolved_oxygen_micromoles_per_kg","average_dissolved_oxygen_micromoles_per_kg","num_surface_cells_temperature","num_total_cells_temperature","num_depths_temperature","extreme_min_temperature_celsius","extreme_max_temperature_celsius","extreme_dif_temperature_celsius","average_temperature_celsius"
"59","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","longicephalus","Apristurus longicephalus",500,1350,576.9,1299.775,500,1350,65,2505,18,33.5637512207031,236.169082641602,104.315795898438,114.868372538371,261,30182,18,2.41770005226135,13.9381999969482,6.95287990570068,6.08647337071062
"60","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","macrorhynchus","Apristurus macrorhynchus",220,1240,576.9,1299.775,220,1240,9,326,27,29.6446075439453,261.108703613281,80.7385864257812,121.823488059951,37,2670,27,2.55101013183594,17.6012096405029,2.35721874237061,7.68675413426388
"61","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","macrostomus","Apristurus macrostomus",220,1069,576.9,1299.775,220,1069,43,1483,23,0,197.535186767578,78.2886276245117,73.057256805519,173,8969,23,2.63081002235413,19.862190246582,4.35618019104004,9.84727550345076
"62","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","manis","Apristurus manis",600,1900,576.9,1299.775,600,1900,87,281,27,115.747444152832,283.828369140625,81.8220977783203,234.01497696303,350,1303,27,3.07031011581421,9.54430961608887,1.71900987625122,5.31085823228152
"63","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","manocheriani","Apristurus manocheriani",89,1300,576.9,1299.775,89,1300,69,1635,35,0,248.925140380859,175.627532958984,67.1101745439232,280,5604,35,3.18038988113403,27.8463096618652,20.2679996490479,14.1048993194724
"64","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","melanoasper","Apristurus melanoasper",512,1900,576.9,1299.775,512,1900,117,6988,29,87.5532379150391,336.717315673828,81.8220977783203,206.089676828062,466,58173,29,-2.09999990463257,13.3750095367432,7.23921012878418,5.42857085349747
"65","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","microps","Apristurus microps",700,2200,576.9,1299.775,700,2200,95,791,29,128.173568725586,298.83740234375,81.8220977783203,223.660985008654,382,5248,29,1.26030004024506,11.3138093948364,3.82948064804077,4.46746720128306
"66","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","nakayai","Apristurus nakayai",672,1150,576.9,1299.775,672,1150,1,11,11,158.89111328125,198.296585083008,18.4278259277344,178.411371404474,3,57,11,3.77011013031006,8.11550998687744,0.558499813079834,5.61777052544711
"67","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","nasutus","Apristurus nasutus",250,925,576.9,1299.775,250,925,48,701,19,0,220.773498535156,99.9378204345703,40.7026745813889,192,3802,19,3.83719992637634,13.8210000991821,1.89209938049316,8.46009875736006
"68","CARCHARHINIFORMES","PENTANCHIDAE","Apristurus","ovicorrugatus","Apristurus ovicorrugatus",410,550,576.9,1299.775,410,550,4,18,6,105.926872253418,213.065139770508,66.8070678710938,154.455248514811,17,42,6,7.23838996887207,11.8353900909424,1.60759925842285,9.11580320766994
